datetime,queue,queue_utilization,queue_fullness,queue_efficiency
2022-06-21 22:00:00.000000,AGLT2,0.4695,1.0065,0.9604
2022-06-21 17:00:00.000000,AGLT2,2.5556,3.2857,0.9048
2022-06-21 14:00:00.000000,AGLT2,2.1034,8.2432,0.2621
2022-06-21 20:00:00.000000,AGLT2,6.9786,4.9095,0.9643
2022-06-22 00:00:00.000000,AGLT2,1.1509,1.0893,0.8113
2022-06-21 21:00:00.000000,AGLT2,3.3084,1.1238,0.9626
2022-06-22 01:00:00.000000,AGLT2,1.0444,1.093,0.8444
2022-06-22 03:00:00.000000,AGLT2,2.0856,0,0
2022-06-21 23:00:00.000000,AGLT2,1.0588,1.6364,0.7255
2022-06-22 04:00:00.000000,AGLT2,0,0,0
2022-06-22 02:00:00.000000,AGLT2,0.697,1.3529,0.7879
2022-06-22 06:00:00.000000,AGLT2,2.1446,1.0235,0.1631
2022-06-22 07:00:00.000000,AGLT2,6.094,18.6322,0.9925
2022-06-22 05:00:00.000000,AGLT2,2.2424,12.3333,0.0303
2022-06-22 08:00:00.000000,AGLT2,0.1489,1,0.0241
2022-06-22 10:00:00.000000,AGLT2,1.0629,1.7222,0.9257
2022-06-22 12:00:00.000000,AGLT2,0.7556,1.2,1
2022-06-22 16:00:00.000000,AGLT2,3.5188,1.1415,0.9173
2022-06-22 09:00:00.000000,AGLT2,2.2388,1.1811,0.9403
2022-06-22 13:00:00.000000,AGLT2,1.6889,1.0411,1
2022-06-22 14:00:00.000000,AGLT2,3.4524,1.747,0.9762
2022-06-22 19:00:00.000000,AGLT2,7.3611,1.0245,0.6389
2022-06-22 11:00:00.000000,AGLT2,1.8103,2.3131,0.996
2022-06-22 15:00:00.000000,AGLT2,4.0845,1.5847,0.8451
2022-06-22 20:00:00.000000,AGLT2,3.6591,2.4972,0.9871
2022-06-22 23:00:00.000000,AGLT2,0.809,1.1553,0.2679
2022-06-22 22:00:00.000000,AGLT2,0.9443,1.3725,0.3482
2022-06-22 21:00:00.000000,AGLT2,5.6791,3.2337,0.2672
2022-06-23 04:00:00.000000,AGLT2,2.3816,1.2148,0.9803
2022-06-22 17:00:00.000000,AGLT2,4.4022,1.0438,0.8804
2022-06-22 18:00:00.000000,AGLT2,7.3088,1.3432,0.9044
2022-06-23 02:00:00.000000,AGLT2,7.4718,1.4147,0.9014
2022-06-23 00:00:00.000000,AGLT2,1.4406,1.3826,0.965
2022-06-23 01:00:00.000000,AGLT2,1.9014,3.7762,0.912
2022-06-23 05:00:00.000000,AGLT2,1.1692,1.0173,0.9602
2022-06-23 06:00:00.000000,AGLT2,1.7754,3.1321,0.9251
2022-06-23 07:00:00.000000,AGLT2,1.4389,1.9875,0.7986
2022-06-23 03:00:00.000000,AGLT2,9.4186,3.9577,0.9535
2022-06-23 08:00:00.000000,AGLT2,0.6265,0.9921,0.9831
2022-06-23 12:00:00.000000,AGLT2,0.3055,2.3662,0.9709
2022-06-23 11:00:00.000000,AGLT2,1.2296,1.0712,0.8899
2022-06-23 13:00:00.000000,AGLT2,0.4875,1.2411,0.999
2022-06-23 09:00:00.000000,AGLT2,0.6566,1.2512,0.2247
2022-06-23 10:00:00.000000,AGLT2,7.3317,4.5782,0.8974
2022-06-23 15:00:00.000000,AGLT2,0.2376,1.8947,0.9967
2022-06-23 14:00:00.000000,AGLT2,0.3529,1.1628,0.9741
2022-06-23 19:00:00.000000,AGLT2,22.9533,13.8757,0.9439
2022-06-23 16:00:00.000000,AGLT2,2.858,11.2679,0.9648
2022-06-23 18:00:00.000000,AGLT2,10.2172,10.6758,0.9809
2022-06-23 17:00:00.000000,AGLT2,0.7273,1.3617,0.9848
2022-06-23 20:00:00.000000,AGLT2,2.0881,1.7911,0.2383
2022-06-24 01:00:00.000000,AGLT2,0.0817,1.0508,0.9763
2022-06-24 00:00:00.000000,AGLT2,4.7348,2.4778,0.9717
2022-06-23 22:00:00.000000,AGLT2,2.3333,1.5894,0.8298
2022-06-23 21:00:00.000000,AGLT2,2.7844,2.0306,0.4671
2022-06-24 02:00:00.000000,AGLT2,0.9655,1.0566,0.9425
2022-06-24 04:00:00.000000,AGLT2,3.1707,1.0317,0.6016
2022-06-24 03:00:00.000000,AGLT2,7.968,1.4844,0.984
2022-06-23 23:00:00.000000,AGLT2,0.607,1.0525,0.9432
2022-06-24 05:00:00.000000,AGLT2,1.0714,5.2941,0.7679
2022-06-24 07:00:00.000000,AGLT2,0.3632,1.4261,0.2425
2022-06-24 09:00:00.000000,AGLT2,0.8923,2.0714,0.9077
2022-06-24 06:00:00.000000,AGLT2,2.7778,11.8421,1
2022-06-24 22:00:00.000000,AGLT2,0.3247,2.1121,0.908
2022-06-24 10:00:00.000000,AGLT2,7.3814,3.1681,0.3918
2022-06-24 11:00:00.000000,AGLT2,1.1101,1.2907,0.5685
2022-06-24 12:00:00.000000,AGLT2,2.591,1.4408,0.4258
2022-06-24 08:00:00.000000,AGLT2,4.0661,2.8528,0.9425
2022-06-24 14:00:00.000000,AGLT2,1.2006,2.148,0.6938
2022-06-24 15:00:00.000000,AGLT2,2.5135,1.2328,0.9696
2022-06-24 17:00:00.000000,AGLT2,2.939,2.061,0.9273
2022-06-24 13:00:00.000000,AGLT2,1.2418,1.9888,0.4919
2022-06-24 18:00:00.000000,AGLT2,2.3361,1.3766,0.5491
2022-06-24 21:00:00.000000,AGLT2,1.75,1.8497,0.3431
2022-06-24 16:00:00.000000,AGLT2,0.4371,1.0749,0.8959
2022-06-25 01:00:00.000000,AGLT2,2.4203,1.7216,0.971
2022-06-24 23:00:00.000000,AGLT2,2.4863,8.1982,0.9071
2022-06-24 20:00:00.000000,AGLT2,1.4024,1.4557,0.7073
2022-06-25 00:00:00.000000,AGLT2,0.362,1.7021,0.6923
2022-06-25 22:00:00.000000,AGLT2,1.4521,1.359,0.6301
2022-06-25 02:00:00.000000,AGLT2,1.8085,1.0828,0.9574
2022-06-25 03:00:00.000000,AGLT2,0.5798,1.2674,0.9681
2022-06-26 04:00:00.000000,AGLT2,0.5679,2.875,0.4938
2022-06-25 04:00:00.000000,AGLT2,1.9293,5.2796,0.9764
2022-06-25 09:00:00.000000,AGLT2,4.7595,1.2288,0.9114
2022-06-25 05:00:00.000000,AGLT2,4.064,1.2549,0.9535
2022-06-25 07:00:00.000000,AGLT2,0.0825,2.8485,0.993
2022-06-25 06:00:00.000000,AGLT2,0.9101,1.0955,0.9048
2022-06-25 17:00:00.000000,AGLT2,6.5797,2.7683,0.8841
2022-06-25 08:00:00.000000,AGLT2,0.6099,2.4538,0.9924
2022-06-25 11:00:00.000000,AGLT2,1.7687,1.1023,0.9403
2022-06-25 13:00:00.000000,AGLT2,2.7175,1.3766,0.9442
2022-06-25 12:00:00.000000,AGLT2,2.8643,1.5401,0.8552
2022-06-25 10:00:00.000000,AGLT2,0.9249,1.54,0.6426
2022-06-25 15:00:00.000000,AGLT2,0.7711,1.2061,0.9633
2022-06-25 14:00:00.000000,AGLT2,1.3136,1.17,0.9909
2022-06-25 18:00:00.000000,AGLT2,3.0095,1.1847,0.91
2022-06-25 20:00:00.000000,AGLT2,0.2739,1.3038,0.9069
2022-06-25 19:00:00.000000,AGLT2,0.2877,1.1158,0.9905
2022-06-25 21:00:00.000000,AGLT2,0.8678,1.129,0.9008
2022-06-26 01:00:00.000000,AGLT2,1.1863,1.4787,0.9125
2022-06-26 10:00:00.000000,AGLT2,8.4699,2.0861,0.3133
2022-06-25 16:00:00.000000,AGLT2,2.0243,12.4043,0.3507
2022-06-25 23:00:00.000000,AGLT2,4.0214,8.8976,0.9431
2022-06-26 03:00:00.000000,AGLT2,5.0283,4.3887,0.4413
2022-06-26 00:00:00.000000,AGLT2,2.5273,1.8658,0.7818
2022-06-26 06:00:00.000000,AGLT2,0.2951,1.2,0.7541
2022-06-26 11:00:00.000000,AGLT2,1.8396,1.1017,0.1321
2022-06-26 05:00:00.000000,AGLT2,1.4375,4.8421,0.8438
2022-06-26 07:00:00.000000,AGLT2,0.8893,2.4592,0.9926
2022-06-26 16:00:00.000000,AGLT2,3.4889,1.4742,0.1556
2022-06-26 02:00:00.000000,AGLT2,0.2819,1.5208,0.9807
2022-06-26 08:00:00.000000,AGLT2,35.4828,7.6222,0.8966
2022-06-26 09:00:00.000000,AGLT2,5.4925,1.2475,0.5821
2022-06-26 12:00:00.000000,AGLT2,25.6316,45.3023,1
2022-06-26 13:00:00.000000,AGLT2,1.0667,1.4545,0.8667
2022-06-26 14:00:00.000000,AGLT2,1.2727,1.1667,1
2022-06-26 17:00:00.000000,AGLT2,1.8475,1.2111,0.9661
2022-06-26 15:00:00.000000,AGLT2,1.2041,2.0581,0.9524
2022-06-26 20:00:00.000000,AGLT2,5.068,9.0854,0.966
2022-06-26 19:00:00.000000,AGLT2,67.3333,19.6637,0.9697
2022-06-26 18:00:00.000000,AGLT2,0.9318,1.1714,0.8636
2022-06-26 21:00:00.000000,AGLT2,0.371,1.5862,0.9677
2022-06-26 22:00:00.000000,AGLT2,7.352,1.6832,0.944
2022-06-26 23:00:00.000000,AGLT2,4.5276,18.5703,0.8457
2022-06-27 00:00:00.000000,AGLT2,1.9615,7.3395,0.3008
2022-06-27 06:00:00.000000,AGLT2,0.7727,1.1333,0.5455
2022-06-27 01:00:00.000000,AGLT2,0.1793,1.1608,0.2408
2022-06-27 08:00:00.000000,AGLT2,7.5,2,0.75
2022-06-27 02:00:00.000000,AGLT2,5.2182,4.8235,0.5091
2022-06-27 03:00:00.000000,AGLT2,0.5887,1.0122,0.8475
2022-06-27 05:00:00.000000,AGLT2,1.087,2.7778,0.7826
2022-06-27 04:00:00.000000,AGLT2,4.6538,1.0254,0.8846
2022-06-27 10:00:00.000000,AGLT2,107.4375,42.975,0.6875
2022-06-27 11:00:00.000000,AGLT2,141.3,6.4082,0.85
2022-06-27 09:00:00.000000,AGLT2,1.5519,2.3866,0.4536
2022-06-27 07:00:00.000000,AGLT2,2.6667,1.9048,0.8
2022-06-27 12:00:00.000000,AGLT2,0.8258,1.7869,0.8939
2022-06-27 14:00:00.000000,AGLT2,2.6214,4.3548,0.9871
2022-06-27 16:00:00.000000,AGLT2,1.5063,1.6081,0.962
2022-06-27 13:00:00.000000,AGLT2,10.9351,3.6293,0.974
2022-06-27 17:00:00.000000,AGLT2,1.3608,2.8602,0.0428
2022-06-27 15:00:00.000000,AGLT2,4.9718,3.5628,0.8023
2022-06-27 18:00:00.000000,AGLT2,3.9714,1.0692,0.7571
2022-07-11 01:00:00.000000,AGLT2,12.4592,1.1806,0.8412
2022-06-27 19:00:00.000000,AGLT2,14.2673,7.7059,0.8614
2022-06-27 20:00:00.000000,AGLT2,8.8673,2.4072,0.9286
2022-06-27 21:00:00.000000,AGLT2,28.1892,9.0696,0.7568
2022-06-27 23:00:00.000000,AGLT2,4.911,2.3946,0.9831
2022-06-27 22:00:00.000000,AGLT2,2.1042,1.0745,0.875
2022-06-28 02:00:00.000000,AGLT2,4.7391,1.0651,0.8261
2022-06-28 00:00:00.000000,AGLT2,1.2048,1.8868,0.9759
2022-06-28 03:00:00.000000,AGLT2,12.6442,1.6881,0.9904
2022-06-28 05:00:00.000000,AGLT2,5.7026,3.5359,0.501
2022-06-28 11:00:00.000000,AGLT2,32.4634,14.9551,0.9756
2022-06-28 04:00:00.000000,AGLT2,8.0833,1.0131,0.9479
2022-06-28 09:00:00.000000,AGLT2,1.5903,2.5324,0.995
2022-06-28 08:00:00.000000,AGLT2,1.5395,1.4217,0.9898
2022-06-28 06:00:00.000000,AGLT2,11.4673,2.4913,0.3719
2022-06-28 07:00:00.000000,AGLT2,2.7768,1.9451,0.9966
2022-06-28 10:00:00.000000,AGLT2,0.5145,3.5455,0.6359
2022-06-28 13:00:00.000000,AGLT2,5.9353,1.4654,0.6043
2022-06-28 21:00:00.000000,AGLT2,0.1837,1.1673,0.9987
2022-06-28 14:00:00.000000,AGLT2,1.3546,2.1222,0.9858
2022-06-28 16:00:00.000000,AGLT2,2.0413,1.7754,1
2022-06-28 15:00:00.000000,AGLT2,1.4175,1.0073,0.9983
2022-06-28 12:00:00.000000,AGLT2,43.65,2.0115,0.85
2022-06-28 19:00:00.000000,AGLT2,1.3631,1.1817,0.9968
2022-06-28 22:00:00.000000,AGLT2,1.0044,1.7891,0.9956
2022-06-28 17:00:00.000000,AGLT2,1.9746,2.4276,0.9982
2022-06-28 18:00:00.000000,AGLT2,3.7406,1.1048,1
2022-06-29 01:00:00.000000,AGLT2,5.4843,4.5129,0.9641
2022-06-29 05:00:00.000000,AGLT2,0.4079,1,1
2022-06-28 23:00:00.000000,AGLT2,0.303,1.9536,0.995
2022-06-28 20:00:00.000000,AGLT2,0.6924,0.9951,0.9987
2022-06-29 02:00:00.000000,AGLT2,0.635,1.0347,0.9984
2022-06-29 06:00:00.000000,AGLT2,0.0766,1.3913,0.988
2022-06-29 03:00:00.000000,AGLT2,0.6115,1.272,1
2022-06-29 00:00:00.000000,AGLT2,1.2355,1.776,0.087
2022-06-29 13:00:00.000000,AGLT2,2.1384,3.5746,0.875
2022-06-29 07:00:00.000000,AGLT2,3.093,1.5465,0.814
2022-06-29 10:00:00.000000,AGLT2,0.3549,1.0303,0.977
2022-06-29 08:00:00.000000,AGLT2,3.2283,1.3141,0.9291
2022-06-29 04:00:00.000000,AGLT2,2.6923,1.0145,1
2022-06-29 14:00:00.000000,AGLT2,33.2321,3.0458,0.7857
2022-06-29 09:00:00.000000,AGLT2,0.4535,1.0174,0.9893
2022-06-29 15:00:00.000000,AGLT2,2.3431,1.0717,0.8987
2022-06-29 16:00:00.000000,AGLT2,0.4061,1.3856,0.9828
2022-06-29 17:00:00.000000,AGLT2,2.8729,2.2222,0.8232
2022-06-29 11:00:00.000000,AGLT2,0.4551,1.52,0.3952
2022-06-29 12:00:00.000000,AGLT2,0.6108,1.4762,0.3399
2022-06-29 22:00:00.000000,AGLT2,3.4652,2.2911,0.9801
2022-06-29 18:00:00.000000,AGLT2,1.6887,2.2044,0.9774
2022-06-29 23:00:00.000000,AGLT2,2.2593,3.4966,0.9868
2022-06-29 19:00:00.000000,AGLT2,9.1765,5.5431,0.9832
2022-06-29 21:00:00.000000,AGLT2,11.3937,3.4784,0.874
2022-06-29 20:00:00.000000,AGLT2,10.0686,2.6132,0.8922
2022-06-30 00:00:00.000000,AGLT2,1.4442,1.8633,0.9926
2022-06-30 02:00:00.000000,AGLT2,4.2611,4.5211,0.9956
2022-06-30 04:00:00.000000,AGLT2,1.4376,1.1231,0.9978
2022-06-30 08:00:00.000000,AGLT2,15.5,4.9252,0.9824
2022-06-30 01:00:00.000000,AGLT2,2.6183,2.9021,0.9022
2022-06-30 03:00:00.000000,AGLT2,12.0175,3.0787,0.9561
2022-06-30 09:00:00.000000,AGLT2,25.0681,21.4218,0.5106
2022-06-30 05:00:00.000000,AGLT2,0.3981,1,0.9951
2022-06-30 10:00:00.000000,AGLT2,5.9274,1.0343,0.9103
2022-06-30 11:00:00.000000,AGLT2,7.7978,2.7093,0.892
2022-06-30 06:00:00.000000,AGLT2,3.9481,3.0707,0.9545
2022-06-30 07:00:00.000000,AGLT2,2.9692,1.8984,0.9846
2022-06-30 14:00:00.000000,AGLT2,1.5641,3.4174,0.4615
2022-06-30 13:00:00.000000,AGLT2,3.8441,8.7195,0.2097
2022-06-30 16:00:00.000000,AGLT2,2.431,3.5644,0.9937
2022-06-30 17:00:00.000000,AGLT2,2.7283,5.02,0.9538
2022-06-30 15:00:00.000000,AGLT2,6.0794,4.3155,0.7024
2022-06-30 12:00:00.000000,AGLT2,8.3144,4.0528,0.5412
2022-06-30 20:00:00.000000,AGLT2,3.8144,30.8333,0.9691
2022-06-30 18:00:00.000000,AGLT2,3.5562,14.7209,0.6994
2022-06-30 21:00:00.000000,AGLT2,0.062,1.4074,0.5253
2022-06-30 19:00:00.000000,AGLT2,3.7879,3.9063,0.4848
2022-06-30 22:00:00.000000,AGLT2,0.1003,7.8438,0.0883
2022-06-30 23:00:00.000000,AGLT2,1.6514,1.2581,0.5581
2022-07-01 02:00:00.000000,AGLT2,1.7113,13.2321,0.1663
2022-07-01 03:00:00.000000,AGLT2,0.0345,2.1818,0.4259
2022-07-01 00:00:00.000000,AGLT2,1.442,4.1119,0.6655
2022-07-01 10:00:00.000000,AGLT2,1.7794,4.4815,0.7029
2022-07-01 06:00:00.000000,AGLT2,2.6466,1.0411,0.8052
2022-07-01 01:00:00.000000,AGLT2,1.6523,1.3851,0.6066
2022-07-01 04:00:00.000000,AGLT2,7.931,2.9114,0.7672
2022-07-01 16:00:00.000000,AGLT2,3.8886,1.5779,0.9906
2022-07-01 05:00:00.000000,AGLT2,0.8814,2.6198,0.7109
2022-07-01 08:00:00.000000,AGLT2,3.078,31.55,0.9951
2022-07-01 11:00:00.000000,AGLT2,3.7264,3.9861,0.6287
2022-07-01 07:00:00.000000,AGLT2,2.4965,3.1261,0.9931
2022-07-01 13:00:00.000000,AGLT2,0.2112,5.1579,0.9871
2022-07-01 09:00:00.000000,AGLT2,5.6593,22.3913,0.989
2022-07-01 14:00:00.000000,AGLT2,0.5817,10.15,1
2022-07-01 15:00:00.000000,AGLT2,3.1334,2.2586,0.9352
2022-07-01 12:00:00.000000,AGLT2,0.8414,1.1506,0.7115
2022-07-01 20:00:00.000000,AGLT2,1.1441,1.4802,0.6703
2022-07-01 17:00:00.000000,AGLT2,1.7437,1.6351,0.8592
2022-07-02 03:00:00.000000,AGLT2,0.5151,1,0.7538
2022-07-01 18:00:00.000000,AGLT2,1.5511,43.5806,0.8243
2022-07-01 21:00:00.000000,AGLT2,2.3399,1.2924,0.8954
2022-07-01 19:00:00.000000,AGLT2,3.0625,2.8824,1
2022-07-01 22:00:00.000000,AGLT2,2.0878,1.7253,0.9787
2022-07-02 02:00:00.000000,AGLT2,0.7447,1.3291,0.8771
2022-07-02 01:00:00.000000,AGLT2,9.141,6.648,0.9894
2022-07-02 09:00:00.000000,AGLT2,0.0439,1.1944,0.9949
2022-07-01 23:00:00.000000,AGLT2,1.2062,2.4762,0.4253
2022-07-02 00:00:00.000000,AGLT2,0.8671,4.9659,0.3175
2022-07-02 04:00:00.000000,AGLT2,1.1059,2.0569,0.2471
2022-07-02 08:00:00.000000,AGLT2,0.3114,1.0138,0.9746
2022-07-02 05:00:00.000000,AGLT2,3.4903,2.2766,0.9689
2022-07-02 13:00:00.000000,AGLT2,0.3458,1.5373,0.2233
2022-07-02 07:00:00.000000,AGLT2,2.7871,3.375,0.4306
2022-07-02 06:00:00.000000,AGLT2,1.9068,3.8166,0.5681
2022-07-02 15:00:00.000000,AGLT2,1.2608,1.7,0.9354
2022-07-02 10:00:00.000000,AGLT2,2.4503,1.0193,0.9073
2022-07-02 19:00:00.000000,AGLT2,1.6415,1.6543,0.1357
2022-07-02 12:00:00.000000,AGLT2,1.4913,2.2949,0.993
2022-07-02 14:00:00.000000,AGLT2,0.0654,1.0625,0.9769
2022-07-02 11:00:00.000000,AGLT2,0.6311,1.1119,0.9713
2022-07-02 16:00:00.000000,AGLT2,1.1316,21.3953,0.7995
2022-07-02 17:00:00.000000,AGLT2,2.0098,4.7426,0.9958
2022-07-02 20:00:00.000000,AGLT2,1.9746,41.2188,0.2305
2022-07-02 21:00:00.000000,AGLT2,4.6901,2.133,1
2022-07-02 23:00:00.000000,AGLT2,4.76,1.5917,0.8282
2022-07-02 22:00:00.000000,AGLT2,2.7613,1.3722,0.9753
2022-07-02 18:00:00.000000,AGLT2,5.7813,1.1038,0.9625
2022-07-03 04:00:00.000000,AGLT2,3.687,4.3875,0.7479
2022-07-03 01:00:00.000000,AGLT2,1.9962,2.0512,0.9492
2022-07-03 00:00:00.000000,AGLT2,1.1892,1.7542,0.9962
2022-07-03 05:00:00.000000,AGLT2,3.7437,67.7273,0.9975
2022-07-03 03:00:00.000000,AGLT2,0.9829,2.5331,1
2022-07-03 07:00:00.000000,AGLT2,4.8368,7.595,0.9263
2022-07-03 02:00:00.000000,AGLT2,0.8496,1.3091,1
2022-07-03 10:00:00.000000,AGLT2,1.216,0.9744,0.984
2022-07-03 06:00:00.000000,AGLT2,3.188,2.1166,0.9814
2022-07-03 08:00:00.000000,AGLT2,5.75,1.1095,0.9932
2022-07-03 09:00:00.000000,AGLT2,33.0909,3.2536,0.9886
2022-07-03 12:00:00.000000,AGLT2,5.3725,58.7143,0.8431
2022-07-03 14:00:00.000000,AGLT2,3.7159,1.1869,0.8352
2022-07-03 11:00:00.000000,AGLT2,15.4151,1.2886,0.9434
2022-07-03 19:00:00.000000,AGLT2,3.6755,2.9913,0.9787
2022-07-03 13:00:00.000000,AGLT2,3.6952,1.1496,0.6333
2022-07-03 15:00:00.000000,AGLT2,2.8548,4.2754,0.9968
2022-07-03 16:00:00.000000,AGLT2,1.2356,1.4145,0.977
2022-07-04 01:00:00.000000,AGLT2,1.104,2.6,0.9873
2022-07-03 22:00:00.000000,AGLT2,3.4691,1.1285,0.9753
2022-07-03 17:00:00.000000,AGLT2,0.8277,4.0435,0.9987
2022-07-03 20:00:00.000000,AGLT2,5.5714,13.517,0.9532
2022-07-03 18:00:00.000000,AGLT2,3.1336,4.3333,0.2796
2022-07-03 21:00:00.000000,AGLT2,2.2409,1.1043,0.9343
2022-07-03 23:00:00.000000,AGLT2,2.2382,5.6287,1
2022-07-04 02:00:00.000000,AGLT2,1.5444,1.3014,0.9569
2022-07-04 00:00:00.000000,AGLT2,4.6345,6.5198,0.992
2022-07-04 03:00:00.000000,AGLT2,0.497,1.2584,0.9867
2022-07-04 10:00:00.000000,AGLT2,6.6,3.8779,0.9765
2022-07-04 06:00:00.000000,AGLT2,0.2309,1.0729,0.9944
2022-07-04 05:00:00.000000,AGLT2,0.4451,1.0132,0.9769
2022-07-04 08:00:00.000000,AGLT2,2.3825,7.0102,0.5323
2022-07-04 04:00:00.000000,AGLT2,0.2743,1.24,0.9469
2022-07-04 09:00:00.000000,AGLT2,1.1026,1.5248,0.9179
2022-07-04 14:00:00.000000,AGLT2,2.876,1.6415,0.9711
2022-07-04 07:00:00.000000,AGLT2,4.8304,7.0971,1
2022-07-04 16:00:00.000000,AGLT2,4.665,1.2676,0.731
2022-07-04 15:00:00.000000,AGLT2,1.7657,7.9659,0.937
2022-07-04 11:00:00.000000,AGLT2,3.7017,3.7199,0.8998
2022-07-04 19:00:00.000000,AGLT2,0.7647,1.0209,0.9333
2022-07-04 17:00:00.000000,AGLT2,5.7051,2.3271,0.682
2022-07-04 18:00:00.000000,AGLT2,3.3616,1.9934,0.9742
2022-07-04 12:00:00.000000,AGLT2,2.9786,7.4946,0.9786
2022-07-04 13:00:00.000000,AGLT2,1.8061,1.4048,0.7653
2022-07-04 23:00:00.000000,AGLT2,7.875,1.066,0.9
2022-07-04 20:00:00.000000,AGLT2,1.9183,1.1794,0.7899
2022-07-04 21:00:00.000000,AGLT2,2.1284,3.1602,0.8525
2022-07-04 22:00:00.000000,AGLT2,0.9921,1.6552,0.3156
2022-07-05 02:00:00.000000,AGLT2,2.2899,1,0.8696
2022-07-05 00:00:00.000000,AGLT2,1.4005,3.1913,0.9904
2022-07-05 03:00:00.000000,AGLT2,4.3557,1.0622,0.9597
2022-07-05 07:00:00.000000,AGLT2,0.2469,2.0182,0.9666
2022-07-05 04:00:00.000000,AGLT2,1.1374,9.2308,0.9763
2022-07-05 01:00:00.000000,AGLT2,3.7377,9.768,0.9961
2022-07-05 06:00:00.000000,AGLT2,0.3295,1.0484,0.9303
2022-07-05 08:00:00.000000,AGLT2,0.8881,1.0948,0.9231
2022-07-05 11:00:00.000000,AGLT2,3.3029,7.8424,0.5021
2022-07-05 09:00:00.000000,AGLT2,0.3132,1.9167,0.9894
2022-07-05 12:00:00.000000,AGLT2,1.3165,3.3291,0.9798
2022-07-05 05:00:00.000000,AGLT2,0.6715,1.7977,0.9695
2022-07-05 21:00:00.000000,AGLT2,6.6781,1.108,0.8904
2022-07-05 10:00:00.000000,AGLT2,0.65,5.3529,0.9357
2022-07-05 16:00:00.000000,AGLT2,8.3548,5.4336,0.9677
2022-07-05 14:00:00.000000,AGLT2,5.2733,1.6059,0.9503
2022-07-05 13:00:00.000000,AGLT2,3.6972,27.6316,0.9577
2022-07-05 17:00:00.000000,AGLT2,3.75,2.1531,0.9625
2022-07-05 22:00:00.000000,AGLT2,11.802,3.2658,0.896
2022-07-05 18:00:00.000000,AGLT2,0.6982,1.1684,0.7947
2022-07-05 15:00:00.000000,AGLT2,1.1803,1.2673,0.9929
2022-07-06 01:00:00.000000,AGLT2,3.2636,1.5058,0.9205
2022-07-05 19:00:00.000000,AGLT2,9.3353,4.1796,0.9162
2022-07-05 20:00:00.000000,AGLT2,2.9044,1.2043,0.6985
2022-07-06 06:00:00.000000,AGLT2,9.9478,9.6949,0.9565
2022-07-05 23:00:00.000000,AGLT2,0.2727,1.0144,0.7761
2022-07-06 00:00:00.000000,AGLT2,2.4673,1.6098,0.8598
2022-07-06 02:00:00.000000,AGLT2,1.5973,3.1198,0.9147
2022-07-06 04:00:00.000000,AGLT2,3.2817,0.9688,0.9014
2022-07-06 05:00:00.000000,AGLT2,2.9345,1.5448,0.9811
2022-07-06 08:00:00.000000,AGLT2,2.9013,3.1589,0.9828
2022-07-06 07:00:00.000000,AGLT2,0.9795,1.5917,0.8256
2022-07-06 10:00:00.000000,AGLT2,1.6931,1.0702,0.8042
2022-07-06 03:00:00.000000,AGLT2,3.4353,4.9094,0.8264
2022-07-06 09:00:00.000000,AGLT2,4.1171,1.3813,1
2022-07-06 14:00:00.000000,AGLT2,0.7105,1.7122,0.9818
2022-07-06 11:00:00.000000,AGLT2,0.5614,1.2,0.962
2022-07-06 15:00:00.000000,AGLT2,7.4636,1.5698,0.6545
2022-07-06 12:00:00.000000,AGLT2,0.064,1.4932,0.9859
2022-07-06 13:00:00.000000,AGLT2,3.9308,2.1777,0.4214
2022-07-06 19:00:00.000000,AGLT2,2.8857,96.7667,0.9264
2022-07-06 16:00:00.000000,AGLT2,3.5119,3.4972,0.2385
2022-07-07 10:00:00.000000,AGLT2,3.8467,1.0844,0.7445
2022-07-06 18:00:00.000000,AGLT2,0.7119,14.5385,0.5311
2022-07-06 17:00:00.000000,AGLT2,2.5779,9.2213,0.1547
2022-07-06 20:00:00.000000,AGLT2,0.0228,3,0.0825
2022-07-07 02:00:00.000000,AGLT2,3.7662,2.32,0.4026
2022-07-06 21:00:00.000000,AGLT2,0.5,4.125,0.9242
2022-07-06 22:00:00.000000,AGLT2,1.0927,1.3636,0.5563
2022-07-06 23:00:00.000000,AGLT2,1.0345,1.4286,0.931
2022-07-07 01:00:00.000000,AGLT2,0.4722,1.2143,1
2022-07-07 00:00:00.000000,AGLT2,0.8444,3.4545,0.4667
2022-07-07 04:00:00.000000,AGLT2,4.3929,1.0082,0.8571
2022-07-07 07:00:00.000000,AGLT2,2.7829,1.0318,0.24
2022-07-07 03:00:00.000000,AGLT2,1.9281,22.3333,0.1511
2022-07-07 08:00:00.000000,AGLT2,2.6345,1.312,0.7912
2022-07-07 05:00:00.000000,AGLT2,1.3603,1.0393,0.3787
2022-07-07 11:00:00.000000,AGLT2,2.0609,1.0305,0.3907
2022-07-07 06:00:00.000000,AGLT2,1.75,1.1,0.4129
2022-07-07 12:00:00.000000,AGLT2,3.2639,0.9958,0.9444
2022-07-07 14:00:00.000000,AGLT2,18.1443,0.9972,0.8351
2022-07-07 09:00:00.000000,AGLT2,7.5955,1.7979,0.9663
2022-07-07 16:00:00.000000,AGLT2,0.4917,0.9917,0.9724
2022-07-07 17:00:00.000000,AGLT2,4.8517,3.0624,0.9302
2022-07-07 13:00:00.000000,AGLT2,2.9784,2.5808,0.6703
2022-07-07 18:00:00.000000,AGLT2,0.9465,1.1134,0.9987
